car_name,brand,model,vehicle_age,km_driven,transmission_type,mileage,engine,max_power,seats,selling_price,transmission_type_Encoded,seller_type_Dealer,seller_type_Owner,fuel_type_Cng,fuel_type_Diesel,fuel_type_Electric,fuel_type_Petrol,fuel_type,seller_type,year,engine_mileage_ratio,power_engine_ratio,km_per_year,power_mileage_ratio
Volkswagen Polo,Volkswagen,Polo,6.0,90000,Manual,20.14,1498.0,88.8,5,420000,1,0,1,0,1,0,0,Diesel,Owner,2020.0,74.3793445878848,0.05927903871829105,15000.0,4.409136047666335
Maruti Baleno,Maruti,Baleno,2.0,9500,Manual,21.01,1197.0,81.8,5,585000,1,1,0,1,0,0,0,Cng,Dealer,2024.0,56.97287006187529,0.0683375104427736,4750.0,3.893384102808186
Maruti Ciaz,Maruti,Ciaz,5.0,69000,Manual,19.692493169398904,1248.0,88.5,5,650000,1,1,0,0,1,0,0,Diesel,Dealer,2021.0,63.37440309179978,0.07091346153846154,13800.0,4.494098296173302
Mercedes-AMG C,Mercedes-Amg,C,4.0,24000,Automatic,11.9,2159.5,174.52500000000003,5,5100000,0,1,0,0,0,0,1,Petrol,Dealer,2022.0,181.47058823529412,0.08081731882380182,6000.0,14.665966386554624
BMW 3,Bmw,3,9.0,60000,Automatic,16.07,1995.0,174.52500000000003,4,950000,0,0,1,0,1,0,0,Diesel,Owner,2017.0,124.14436838830117,0.08748120300751881,6666.666666666667,10.860298693217176
Porsche Cayenne,Porsche,Cayenne,4.0,24000,Manual,12.5,2159.5,174.52500000000003,5,11100000,1,1,0,0,0,0,1,Petrol,Dealer,2022.0,172.76,0.08081731882380182,6000.0,13.962000000000003
Tata Nexon,Tata,Nexon,3.0,25000,Automatic,17.0,1198.0,108.5,5,910000,0,1,0,0,0,0,1,Petrol,Dealer,2023.0,70.47058823529412,0.09056761268781302,8333.333333333334,6.382352941176471
Maruti Ciaz,Maruti,Ciaz,4.0,28297,Manual,28.09,1248.0,88.5,5,775000,1,1,0,0,1,0,0,Diesel,Dealer,2022.0,44.428622285510855,0.07091346153846154,7074.25,3.1505873976504093
Hyundai i20,Hyundai,I20,10.0,57000,Manual,17.0,1197.0,80.0,5,259000,1,1,0,0,0,0,1,Petrol,Dealer,2016.0,70.41176470588235,0.06683375104427736,5700.0,4.705882352941177
Toyota Innova,Toyota,Innova,2.0,22000,Automatic,11.36,2159.5,171.5,7,1885000,0,1,0,0,1,0,0,Diesel,Dealer,2024.0,190.0968309859155,0.07941653160453808,11000.0,15.096830985915494
Audi A4,Audi,A4,7.0,50000,Automatic,17.11,1968.0,174.33,5,1450000,0,1,0,0,1,0,0,Diesel,Dealer,2019.0,115.02045587375804,0.08858231707317074,7142.857142857143,10.18877849210988
Honda City,Honda,City,4.0,75000,Manual,19.692493169398904,1497.0,117.3,5,400000,1,1,0,0,0,0,1,Petrol,Dealer,2022.0,76.01881524713484,0.0783567134268537,18750.0,5.956584521368681
Hyundai Grand,Hyunda,Grand,6.0,44004,Manual,18.9,1197.0,82.0,5,400000,1,1,0,0,0,0,1,Petrol,Dealer,2020.0,63.333333333333336,0.06850459482038429,7334.0,4.338624338624339
Maruti Ciaz,Maruti,Ciaz,6.0,39085,Manual,28.09,1248.0,88.5,5,525000,1,1,0,0,0,0,1,Petrol,Dealer,2020.0,44.428622285510855,0.07091346153846154,6514.166666666667,3.1505873976504093
Toyota Fortuner,Toyot,Fortuner,10.0,130000,Manual,11.5,2159.5,171.0,7,875000,1,1,0,0,1,0,0,Diesel,Dealer,2016.0,187.7826086956522,0.07918499652697383,13000.0,14.869565217391305
Volkswagen Vento,Volkswagen,Vento,8.0,71000,Manual,15.04,1598.0,103.6,5,365000,1,1,0,0,0,0,1,Petrol,Dealer,2018.0,106.25,0.06483103879849812,8875.0,6.888297872340425
Hyundai i10,Hyundai,I10,10.0,66000,Manual,19.692493169398904,1197.0,78.9,5,210000,1,1,0,0,0,0,1,Petrol,Dealer,2016.0,60.78458373468296,0.06591478696741855,6600.0,4.006602887774842
Maruti Swift,Marut,Swift,6.0,60000,Manual,25.2,1248.0,74.0,5,390000,1,0,1,0,1,0,0,Diesel,Owner,2020.0,49.523809523809526,0.05929487179487179,10000.0,2.9365079365079367
Maruti Swift Dzire,Maruti,Swift Dzire,4.0,66251,Manual,19.1,1197.0,85.8,5,430000,1,1,0,1,0,0,0,Cng,Dealer,2022.0,62.67015706806282,0.07167919799498747,16562.75,4.492146596858638
Toyota Innova,Toyota,Innova,2.0,26000,Manual,13.68,2159.5,147.8,7,1800000,1,1,0,0,1,0,0,Diesel,Dealer,2024.0,157.85818713450294,0.0684417689279926,13000.0,10.804093567251464
Kia Seltos,Kia,Seltos,2.0,4500,Manual,16.1,1353.0,138.0,5,1725000,1,1,0,0,0,0,1,Petrol,Dealer,2024.0,84.03726708074534,0.10199556541019955,2250.0,8.571428571428571
Honda Civic,Honda,Civic,12.0,78000,Automatic,12.9,1799.0,130.0,5,265000,0,1,0,0,0,0,1,Petrol,Dealer,2014.0,139.45736434108528,0.07226236798221233,6500.0,10.077519379844961
Maruti Alto,Maruti,Alto,5.0,27648,Manual,30.834999999999997,998.0,58.3,4,325000,1,0,0,1,0,0,0,Cng,Certified Dealer,2021.0,32.36581806388844,0.05841683366733467,5529.6,1.8907086103453867
Toyota Innova,Toyota,Innov,5.0,58000,Automatic,11.36,2159.5,171.5,7,1775000,0,1,0,0,1,0,0,Diesel,Dealer,2021.0,190.0968309859155,0.07941653160453808,11600.0,15.096830985915494
Honda WR-V,Honda,Wr-V,4.0,13420,Manual,17.5,1199.0,88.7,5,785000,1,1,0,0,0,0,1,Petrol,Dealer,2022.0,68.51428571428572,0.07397831526271893,3355.0,5.0685714285714285
Toyota Innova,Toyota,Innova,3.0,45000,Automatic,11.36,2159.5,171.5,7,1995000,0,1,0,0,1,0,0,Diesel,Dealer,2023.0,190.0968309859155,0.07941653160453808,15000.0,15.096830985915494
Mahindra Scorpio,Mahindra,Scorpio,3.0,57645,Manual,16.36,2159.5,120.0,7,1250000,1,1,0,0,0,0,1,Petrol,Dealer,2023.0,131.99877750611248,0.05556841861542024,19215.0,7.334963325183375
Hyundai i20,Hyundai,I20,7.0,64000,Manual,22.54,1396.0,88.73,5,425000,1,1,0,0,0,0,1,Petrol,Dealer,2019.0,61.934338952972496,0.06356017191977077,9142.857142857143,3.9365572315882877
Tata Harrier,Tata,Harrier,2.0,18000,Manual,17.0,1956.0,138.1,5,1595000,1,1,0,0,1,0,0,Diesel,Dealer,2024.0,115.05882352941177,0.07060327198364008,9000.0,8.123529411764705
Honda Jazz,Honda,Jazz,5.0,32700,Manual,18.7,1199.0,88.7,5,491000,1,1,0,1,0,0,0,Cng,Dealer,2021.0,64.11764705882354,0.07397831526271893,6540.0,4.743315508021391
Hyundai Verna,Hyundai,Verna,8.0,83000,Automatic,19.08,1582.0,126.32,5,470000,0,1,0,0,1,0,0,Diesel,Dealer,2018.0,82.9140461215933,0.07984829329962073,10375.0,6.620545073375262
Volkswagen Polo,Volkswagen,Polo,8.0,69000,Manual,16.47,1198.0,73.9,5,440000,1,1,0,0,0,0,1,Petrol,Dealer,2018.0,72.73831208257438,0.06168614357262104,8625.0,4.486945962355799
Honda Amaze,Honda,Amaze,8.0,38872,Manual,18.6,1199.0,88.76,5,365000,1,1,0,0,0,0,1,Petrol,Dealer,2018.0,64.46236559139784,0.07402835696413679,4859.0,4.772043010752688
Toyota Camry,Toyota,Camry,5.0,86012,Automatic,19.16,2159.5,157.7,5,1800000,0,1,0,0,0,0,1,Petrol,Dealer,2021.0,112.70876826722338,0.07302616346376475,17202.4,8.230688935281837
Hyundai i20,Hyundai,I20,6.0,52000,Manual,18.6,1197.0,81.83,5,470000,1,1,0,0,0,0,1,Petrol,Dealer,2020.0,64.35483870967741,0.06836257309941521,8666.666666666666,4.399462365591398
Maruti Alto,Maruti,Alto,11.0,62000,Manual,19.7,796.0,46.3,5,160000,1,1,0,0,0,0,1,Petrol,Dealer,2015.0,40.40609137055838,0.05816582914572864,5636.363636363636,2.350253807106599
Hyundai Santro,Hyundai,Santro,12.0,66500,Manual,17.92,1086.0,62.1,5,135000,1,0,1,1,0,0,0,Cng,Owner,2014.0,60.60267857142856,0.057182320441988954,5541.666666666667,3.4654017857142856
Maruti Swift Dzire,Maruti,Swift Dzire,6.0,44000,Manual,19.1,1197.0,85.8,5,450000,1,0,1,0,0,0,1,Petrol,Owner,2020.0,62.67015706806282,0.07167919799498747,7333.333333333333,4.492146596858638
Hyundai i20,Hyundai,I20,3.0,30000,Manual,22.54,1396.0,88.73,5,731000,1,0,1,0,1,0,0,Diesel,Owner,2023.0,61.934338952972496,0.06356017191977077,10000.0,3.9365572315882877
Maruti Swift Dzire,Maruti,Swift Dzire,8.0,77755,Manual,23.4,1248.0,100.59431352459016,5,375000,1,1,0,0,1,0,0,Diesel,Dealer,2018.0,53.333333333333336,0.0806044178882934,9719.375,4.298902287375649
Hyundai i20,Hyundai,I20,5.0,55000,Manual,19.692493169398904,1197.0,81.83,5,490000,1,1,0,0,0,0,1,Petrol,Dealer,2021.0,60.78458373468296,0.06836257309941521,11000.0,4.155390548879788
Maruti Vitara,Maruti,Vitara,2.0,11000,Manual,24.3,1248.0,88.5,5,945000,1,1,0,0,1,0,0,Diesel,Dealer,2024.0,51.358024691358025,0.07091346153846154,5500.0,3.641975308641975
Honda City,Honda,City,7.0,96434,Manual,26.0,1498.0,98.6,5,450000,1,1,0,0,1,0,0,Diesel,Dealer,2019.0,57.61538461538461,0.06582109479305741,13776.285714285714,3.792307692307692
BMW X4,Bmw,X4,2.0,9500,Automatic,16.78,1995.0,100.59431352459016,5,4950000,0,1,0,0,1,0,0,Diesel,Dealer,2024.0,118.89153754469606,0.05042321479929331,4750.0,5.994893535434455
Honda Civic,Honda,Civic,11.0,100000,Automatic,12.9,1799.0,130.0,5,275000,0,0,1,0,0,0,1,Petrol,Owner,2015.0,139.45736434108528,0.07226236798221233,9090.90909090909,10.077519379844961
Honda Amaze,Hond,Amaze,8.0,33456,Manual,15.5,1198.0,86.7,5,425000,1,1,0,0,0,0,1,Petrol,Dealer,2018.0,77.29032258064517,0.07237061769616027,4182.0,5.593548387096774
Ford Ecosport,Ford,Ecosport,8.0,35225,Manual,18.88,999.0,123.37,5,480000,1,1,0,0,0,0,1,Petrol,Dealer,2018.0,52.91313559322034,0.12349349349349349,4403.125,6.5344279661016955
Skoda Rapid,Skoda,Rapid,6.0,54000,Automatic,21.66,1498.0,103.52,5,625000,0,1,0,0,1,0,0,Diesel,Dealer,2020.0,69.15974145891043,0.06910547396528705,9000.0,4.779316712834718
Hyundai i20,Hyundai,I20,4.0,42000,Manual,18.6,1197.0,100.59431352459016,5,545000,1,1,0,0,0,0,1,Petrol,Dealer,2022.0,64.35483870967741,0.08403869133215552,10500.0,5.4082964260532345
Tata Tiago,Tata,Tiago,3.0,28000,Manual,23.84,1199.0,83.83,5,475000,1,0,1,0,0,0,1,Petrol,Owner,2023.0,50.29362416107383,0.06991659716430358,9333.333333333334,3.5163590604026846
Maruti Wagon R,Maruti,Wagon R,8.0,63000,Manual,26.6,998.0,58.16,5,250000,1,1,0,1,0,0,0,Cng,Dealer,2018.0,37.5187969924812,0.05827655310621242,7875.0,2.186466165413534
Hyundai Grand,Hyundai,Grand,4.0,35000,Manual,18.9,1197.0,81.86,5,430000,1,0,1,0,0,0,1,Petrol,Owner,2022.0,63.333333333333336,0.0683876357560568,8750.0,4.3312169312169315
Hyundai Creta,Hyunda,Creta,3.0,40000,Manual,21.4,1493.0,113.42,5,1075000,1,1,0,0,1,0,0,Diesel,Dealer,2023.0,69.76635514018692,0.07596784996651039,13333.333333333334,5.300000000000001
Hyundai Creta,Hyundai,Creta,6.0,45000,Manual,15.29,1591.0,121.3,5,875000,1,1,0,0,0,0,1,Petrol,Dealer,2020.0,104.05493786788752,0.07624135763670647,7500.0,7.933289731850883
Maruti Celerio,Maruti,Celerio,5.0,69000,Manual,30.834999999999997,998.0,58.2,5,375000,1,1,0,1,0,0,0,Cng,Dealer,2021.0,32.36581806388844,0.058316633266533066,13800.0,1.8874655424031137
Maruti Celerio,Maruti,Celerio,2.0,35000,Automatic,23.1,998.0,67.04,5,480000,0,1,0,0,0,0,1,Petrol,Dealer,2024.0,43.2034632034632,0.06717434869739479,17500.0,2.9021645021645024
Ford Aspire,Maruti,Aspire,4.0,22597,Automatic,16.3,1497.0,121.0,5,675000,0,1,0,0,0,0,1,Petrol,Dealer,2022.0,91.84049079754601,0.08082832331329326,5649.25,7.423312883435583
Hyundai Grand,Hyundai,Grand,8.0,70000,Manual,24.0,1186.0,73.97,5,310000,1,1,0,0,1,0,0,Diesel,Dealer,2018.0,49.416666666666664,0.062369308600337264,8750.0,3.0820833333333333
BMW 3,Bmw,3,10.0,32000,Automatic,16.07,1995.0,174.52500000000003,4,900000,0,1,0,0,1,0,0,Diesel,Dealer,2016.0,124.14436838830117,0.08748120300751881,3200.0,10.860298693217176
Renault KWID,Renault,Kwid,2.0,13931,Manual,20.71,799.0,53.26,5,345000,1,1,0,0,0,0,1,Petrol,Dealer,2024.0,38.58039594398841,0.06665832290362954,6965.5,2.5717044905842585
Honda City,Maruti,City,5.0,40000,Manual,19.692493169398904,1497.0,117.3,5,690000,1,1,0,1,0,0,0,Cng,Dealer,2021.0,76.01881524713484,0.0783567134268537,8000.0,5.956584521368681
Hyundai Santro,Hyundai,Santro,13.0,79000,Manual,17.92,1086.0,62.1,5,125000,1,1,0,0,0,0,1,Petrol,Dealer,2013.0,60.60267857142856,0.057182320441988954,6076.923076923077,3.4654017857142856
Hyundai i20,Hyundai,I20,6.0,33794,Manual,18.6,1197.0,81.83,5,525000,1,1,0,0,0,0,1,Petrol,Dealer,2020.0,64.35483870967741,0.06836257309941521,5632.333333333333,4.399462365591398
Hyundai Verna,Hyunda,Verna,8.0,51000,Manual,17.1,1591.0,121.3,5,690000,1,1,0,1,0,0,0,Cng,Dealer,2018.0,93.0409356725146,0.07624135763670647,6375.0,7.093567251461987
Datsun RediGO,Datsun,Redigo,5.0,36000,Manual,22.7,799.0,53.64,5,235000,1,1,0,1,0,0,0,Cng,Dealer,2021.0,35.198237885462554,0.06713391739674593,7200.0,2.3629955947136563
Hyundai Verna,Hyundai,Verna,12.0,55000,Manual,13.9,1599.0,103.2,5,235000,1,1,0,0,0,0,1,Petrol,Dealer,2014.0,115.03597122302158,0.06454033771106941,4583.333333333333,7.424460431654676
Audi A4,Audi,A4,8.0,48000,Automatic,16.55,1968.0,147.51,5,1175000,0,1,0,0,1,0,0,Diesel,Dealer,2018.0,118.91238670694864,0.07495426829268292,6000.0,8.91299093655589
Maruti Baleno,Maruti,Baleno,3.0,35833,Manual,21.4,1197.0,83.1,5,565000,1,1,0,0,0,0,1,Petrol,Dealer,2023.0,55.93457943925234,0.06942355889724311,11944.333333333334,3.883177570093458
Maruti Swift,Maruti,Swift,8.0,105000,Manual,22.9,1248.0,100.59431352459016,5,320000,1,0,1,0,1,0,0,Diesel,Owner,2018.0,54.49781659388647,0.0806044178882934,13125.0,4.392764782733195
Renault Duster,Renault,Duster,8.0,65000,Manual,19.01,1461.0,108.45,5,375000,1,1,0,0,1,0,0,Diesel,Dealer,2018.0,76.85428721725407,0.0742299794661191,8125.0,5.7048921620199895
Mahindra XUV500,Mahindra,Xuv500,8.0,69300,Manual,16.0,2159.5,140.0,7,575000,1,1,0,0,1,0,0,Diesel,Dealer,2018.0,134.96875,0.06482982171799027,8662.5,8.75
Mahindra Scorpio,Mahindra,Scorpio,4.0,35000,Manual,15.4,1997.0,120.0,7,1290000,1,1,0,0,1,0,0,Diesel,Dealer,2022.0,129.67532467532467,0.06009013520280421,8750.0,7.792207792207792
Maruti Alto,Maruti,Alto,4.0,28239,Manual,30.834999999999997,796.0,40.3,4,315000,1,0,0,1,0,0,0,Cng,Certified Dealer,2022.0,25.81482082049619,0.050628140703517586,7059.75,1.3069563807361764
Hyundai Creta,Hyundai,Creta,4.0,33000,Manual,19.67,1582.0,126.2,5,1070000,1,1,0,0,1,0,0,Diesel,Dealer,2022.0,80.42704626334519,0.0797724399494311,8250.0,6.415861718352821
Hyundai i20,Hyundai,I20,4.0,32000,Manual,18.6,1197.0,81.83,5,600000,1,1,0,0,0,0,1,Petrol,Dealer,2022.0,64.35483870967741,0.06836257309941521,8000.0,4.399462365591398
Maruti Wagon R,Maruti,Wagon R,14.0,74000,Manual,17.3,1061.0,64.0,5,74000,1,0,1,0,0,0,1,Petrol,Owner,2012.0,61.32947976878612,0.060320452403393024,5285.714285714285,3.699421965317919
Toyota Innova,Toyota,Innova,5.0,50000,Manual,13.68,2159.5,147.51,7,1375000,1,1,0,0,1,0,0,Diesel,Dealer,2021.0,157.85818713450294,0.06830747858300532,10000.0,10.782894736842104
Toyota Innova,Maruti,Innova,8.0,50000,Manual,12.99,2159.5,100.6,7,840000,1,1,0,0,1,0,0,Diesel,Dealer,2018.0,166.24326404926867,0.046584857605927295,6250.0,7.744418783679753
Hyundai i10,Hyundai,I10,7.0,55000,Manual,20.36,1197.0,78.9,5,360000,1,1,0,0,0,0,1,Petrol,Dealer,2019.0,58.791748526522596,0.06591478696741855,7857.142857142857,3.8752455795677805
Hyundai i20,Hyundai,I20,7.0,80000,Manual,21.9,1396.0,88.8,5,300000,1,0,1,0,1,0,0,Diesel,Owner,2019.0,63.74429223744293,0.06361031518624642,11428.57142857143,4.054794520547945
Ford Figo,Ford,Figo,10.0,50000,Manual,15.6,1196.0,70.0,5,199000,1,1,0,0,0,0,1,Petrol,Dealer,2016.0,76.66666666666667,0.05852842809364549,5000.0,4.487179487179487
Maruti Swift,Maruti,Swift,5.0,36000,Manual,20.4,1197.0,81.8,5,421000,1,1,0,0,0,0,1,Petrol,Dealer,2021.0,58.6764705882353,0.0683375104427736,7200.0,4.009803921568627
Toyota Fortuner,Toyota,Fortuner,9.0,130000,Automatic,12.55,2159.5,168.7,7,1160000,0,1,0,0,1,0,0,Diesel,Dealer,2017.0,172.07171314741035,0.07811993517017828,14444.444444444445,13.44223107569721
Hyundai i20,Hyundai,I20,11.0,47000,Manual,19.692493169398904,1197.0,80.0,5,235000,1,1,0,0,0,0,1,Petrol,Dealer,2015.0,60.78458373468296,0.06683375104427736,4272.727272727273,4.062461736653832
Maruti Ignis,Maruti,Ignis,3.0,30000,Manual,20.89,1197.0,81.8,5,570000,1,1,0,0,0,0,1,Petrol,Dealer,2023.0,57.30014360938248,0.0683375104427736,10000.0,3.915749162278602
BMW X1,Bmw,X1,3.0,25000,Automatic,20.68,1995.0,174.52500000000003,5,2500000,0,1,0,0,1,0,0,Diesel,Dealer,2023.0,96.47001934235976,0.08748120300751881,8333.333333333334,8.439313346228241
Audi A6,Audi,A6,5.0,20010,Automatic,18.53,1968.0,174.52500000000003,5,2800000,0,1,0,0,1,0,0,Diesel,Dealer,2021.0,106.2061521856449,0.0886814024390244,4002.0,9.418510523475447
Maruti Alto,Maruti,Alto,8.0,15000,Manual,22.74,796.0,47.3,5,189000,1,0,1,0,0,0,1,Petrol,Owner,2018.0,35.00439753737907,0.059422110552763814,1875.0,2.0800351802990327
Honda Amaze,Honda,Amaze,2.0,9800,Automatic,18.3,1199.0,88.76,5,750000,0,1,0,0,0,0,1,Petrol,Dealer,2024.0,65.51912568306011,0.07402835696413679,4900.0,4.850273224043716
Mahindra XUV500,Mahindra,Xuv500,2.0,22360,Automatic,15.1,1197.0,152.87,7,1475000,0,1,0,0,1,0,0,Diesel,Dealer,2024.0,79.27152317880795,0.1277109440267335,11180.0,10.123841059602649
Maruti Wagon R,Maruti,Wagon R,6.0,37499,Manual,21.79,998.0,67.05,5,350000,1,0,0,0,0,0,1,Petrol,Certified Dealer,2020.0,45.800826067003214,0.06718436873747495,6249.833333333333,3.0770995869664985
BMW 6,Bmw,6,12.0,65000,Automatic,8.715000000000005,2159.5,174.52500000000003,4,1500000,0,1,0,0,0,0,1,Petrol,Dealer,2014.0,247.7911646586344,0.08081731882380182,5416.666666666667,20.02581755593803
Hyundai Verna,Hyundai,Verna,9.0,30917,Manual,22.32,1582.0,126.3,5,465000,1,1,0,0,1,0,0,Diesel,Dealer,2017.0,70.87813620071684,0.07983565107458912,3435.222222222222,5.658602150537634
Mahindra XUV500,Mahindra,Xuv500,8.0,91000,Manual,16.0,2159.5,140.0,7,550000,1,1,0,0,1,0,0,Diesel,Dealer,2018.0,134.96875,0.06482982171799027,11375.0,8.75
Maruti Vitara,Marut,Vitara,5.0,50000,Manual,24.3,1248.0,88.5,5,700000,1,0,1,0,1,0,0,Diesel,Owner,2021.0,51.358024691358025,0.07091346153846154,10000.0,3.641975308641975
Toyota Innova,Toyota,Innov,8.0,80133,Manual,12.99,2159.5,100.6,8,650000,1,1,0,0,1,0,0,Diesel,Dealer,2018.0,166.24326404926867,0.046584857605927295,10016.625,7.744418783679753
Maruti Alto,Maruti,Alto,4.0,50000,Manual,23.95,998.0,67.05,5,298000,1,0,1,0,0,0,1,Petrol,Owner,2022.0,41.67014613778706,0.06718436873747495,12500.0,2.799582463465553
Maruti Swift,Marut,Swift,11.0,75000,Manual,16.1,1197.0,85.0,5,240000,1,1,0,0,0,0,1,Petrol,Dealer,2015.0,74.34782608695652,0.07101086048454469,6818.181818181818,5.279503105590062
Toyota Fortuner,Toyota,Fortuner,9.0,51000,Automatic,12.55,2159.5,168.5,7,1265000,0,1,0,0,1,0,0,Diesel,Dealer,2017.0,172.07171314741035,0.07802732113915258,5666.666666666667,13.42629482071713
Hyundai Grand,Hyundai,Grand,7.0,55000,Manual,24.0,1120.0,70.0,5,325000,1,1,0,0,1,0,0,Diesel,Dealer,2019.0,46.666666666666664,0.0625,7857.142857142857,2.9166666666666665
Skoda Octavia,Skoda,Octavia,4.0,3700,Automatic,15.1,1798.0,174.52500000000003,5,2200000,0,1,0,0,0,0,1,Petrol,Dealer,2022.0,119.0728476821192,0.0970661846496107,925.0,11.557947019867552
Audi A4,Audi,A4,4.0,45500,Automatic,18.25,1968.0,174.52500000000003,5,2800000,0,0,1,0,1,0,0,Diesel,Owner,2022.0,107.83561643835617,0.0886814024390244,11375.0,9.563013698630138
Hyundai i10,Hyundai,I10,8.0,59654,Manual,19.81,1086.0,68.05,5,268000,1,1,0,0,0,0,1,Petrol,Dealer,2018.0,54.82079757698133,0.06266114180478821,7456.75,3.4351337708228167
Maruti Wagon R,Maruti,Wagon R,4.0,49000,Manual,20.51,998.0,100.59431352459016,5,231000,1,1,0,0,0,0,1,Petrol,Dealer,2022.0,48.65919063871282,0.10079590533526069,12250.0,4.9046471733101
Maruti Vitara,Maruti,Vitara,3.0,42000,Manual,24.3,1248.0,88.5,5,765000,1,1,0,0,1,0,0,Diesel,Dealer,2023.0,51.358024691358025,0.07091346153846154,14000.0,3.641975308641975
Honda City,Honda,City,10.0,72000,Manual,17.0,1497.0,118.0,5,320000,1,0,1,0,0,0,1,Petrol,Owner,2016.0,88.05882352941177,0.0788243152972612,7200.0,6.9411764705882355
Maruti Wagon R,Marut,Wagon R,9.0,65000,Manual,21.79,998.0,67.05,5,230000,1,1,0,0,0,0,1,Petrol,Dealer,2017.0,45.800826067003214,0.06718436873747495,7222.222222222223,3.0770995869664985
Toyota Innova,Toyota,Innov,4.0,65000,Automatic,11.36,2159.5,171.5,7,1550000,0,1,0,0,1,0,0,Diesel,Dealer,2022.0,190.0968309859155,0.07941653160453808,16250.0,15.096830985915494
Mahindra Marazzo,Mahindra,Marazzo,2.0,70000,Manual,17.3,1497.0,121.0,7,600000,1,1,0,0,1,0,0,Diesel,Dealer,2024.0,86.53179190751445,0.08082832331329326,35000.0,6.99421965317919
Maruti Ertiga,Maruti,Ertiga,4.0,50000,Manual,19.34,1462.0,103.0,7,750000,1,1,0,0,0,0,1,Petrol,Dealer,2022.0,75.59462254395036,0.0704514363885089,12500.0,5.325749741468459
Hyundai Verna,Hyundai,Verna,5.0,25000,Manual,19.692493169398904,1582.0,126.2,5,725000,1,1,0,0,1,0,0,Diesel,Dealer,2021.0,80.33518084232954,0.0797724399494311,5000.0,6.408533389571421
Hyundai Venue,Hyundai,V3Nue,2.0,12000,Manual,18.0,998.0,118.35,5,1050000,1,1,0,0,0,0,1,Petrol,Dealer,2024.0,55.44444444444444,0.1185871743486974,6000.0,6.574999999999999
Ford Endeavour,Ford,Endeavour,3.0,48000,Automatic,10.91,2159.5,174.52500000000003,7,2899000,0,1,0,0,1,0,0,Diesel,Dealer,2023.0,197.93767186067828,0.08081731882380182,16000.0,15.996791934005502
Hyundai Elantra,Hyundai,Elantra,8.0,66612,Automatic,14.5,1797.0,147.5,5,690000,0,1,0,0,0,0,1,Petrol,Dealer,2018.0,123.93103448275862,0.08208124652198108,8326.5,10.172413793103448
Maruti Baleno,Maruti,Baleno,5.0,33000,Manual,21.4,1197.0,83.1,5,470000,1,0,1,0,0,0,1,Petrol,Owner,2021.0,55.93457943925234,0.06942355889724311,6600.0,3.883177570093458
Hyundai Elantra,Hyundai,Elantra,4.0,67000,Manual,16.3,1797.0,147.5,5,554000,1,1,0,0,0,0,1,Petrol,Dealer,2022.0,110.24539877300613,0.08208124652198108,16750.0,9.049079754601227
Maruti Vitara,Maruti,Vitara,3.0,10000,Manual,19.692493169398904,1248.0,88.5,5,825000,1,1,0,0,1,0,0,Diesel,Dealer,2023.0,63.37440309179978,0.07091346153846154,3333.3333333333335,4.494098296173302
Hyundai i20,Hyundai,I20,9.0,55000,Manual,17.0,1197.0,80.0,5,324000,1,1,0,0,0,0,1,Petrol,Dealer,2017.0,70.41176470588235,0.06683375104427736,6111.111111111111,4.705882352941177
Skoda Rapid,Skoda,Rapid,4.0,48000,Manual,15.0,1598.0,103.52,5,590000,1,1,0,0,0,0,1,Petrol,Dealer,2022.0,106.53333333333333,0.06478097622027534,12000.0,6.901333333333333
Honda Amaze,Honda,Amaze,5.0,52306,Manual,17.8,1198.0,100.59431352459016,5,465000,1,1,0,0,0,0,1,Petrol,Dealer,2021.0,67.30337078651685,0.08396854217411533,10461.2,5.6513659283477615
Mahindra Thar,Mahindra,Thar,7.0,49000,Manual,16.55,2159.5,105.0,6,590000,1,1,0,0,1,0,0,Diesel,Dealer,2019.0,130.4833836858006,0.04862236628849271,7000.0,6.3444108761329305
Maruti Swift Dzire,Maruti,Swift Dzire,4.0,19843,Automatic,22.0,1197.0,81.8,5,620000,0,1,0,0,0,0,1,Petrol,Dealer,2022.0,54.40909090909091,0.0683375104427736,4960.75,3.7181818181818183
Mercedes-Benz S-Class,Mercedes-Benz,S-Class,12.0,51000,Automatic,10.13,2159.5,174.52500000000003,5,1350000,0,1,0,0,0,0,1,Petrol,Dealer,2014.0,213.1786771964462,0.08081731882380182,4250.0,17.228529121421523
BMW 5,Bmw,5,3.0,34000,Automatic,22.48,1995.0,174.52500000000003,5,3700000,0,1,0,0,1,0,0,Diesel,Dealer,2023.0,88.74555160142349,0.08748120300751881,11333.333333333334,7.763567615658364
Maruti Wagon R,Maruti,Wagon R,3.0,33955,Manual,30.834999999999997,998.0,67.04,5,425000,1,0,0,1,0,0,0,Cng,Certified Dealer,2023.0,32.36581806388844,0.06717434869739479,11318.333333333334,2.1741527485000813
BMW 5,Bmw,5,2.0,18000,Automatic,22.48,1995.0,174.52500000000003,5,4500000,0,1,0,0,1,0,0,Diesel,Dealer,2024.0,88.74555160142349,0.08748120300751881,9000.0,7.763567615658364
Honda Amaze,Honda,Amaze,7.0,58000,Manual,25.8,1498.0,98.6,5,350000,1,1,0,0,1,0,0,Diesel,Dealer,2019.0,58.06201550387597,0.06582109479305741,8285.714285714286,3.821705426356589
