car_name,brand,model,vehicle_age,km_driven,transmission_type,mileage,engine,max_power,seats,selling_price,transmission_type_Encoded,seller_type_Dealer,seller_type_Owner,fuel_type_Cng,fuel_type_Diesel,fuel_type_Electric,fuel_type_Petrol,fuel_type,seller_type,year,engine_mileage_ratio,power_engine_ratio,km_per_year,power_mileage_ratio
Hyundai Venue,Hyundai,Venue,2.0,27594,Manual,18.27,998.0,118.35,5,995000,1,0,0,0,0,0,1,Petrol,Certified Dealer,2024.0,54.62506841817187,0.1185871743486974,13797.0,6.4778325123152705
Hyundai i10,Hyundai,I10,9.0,70000,Manual,19.81,1086.0,68.05,5,190000,1,0,1,0,0,0,1,Petrol,Owner,2017.0,54.82079757698133,0.06266114180478821,7777.777777777777,3.4351337708228167
Toyota Innova,Toyota,Innova,5.0,37000,Automatic,11.36,2159.5,171.5,7,1575000,0,1,0,0,1,0,0,Diesel,Dealer,2021.0,190.0968309859155,0.07941653160453808,7400.0,15.096830985915494
Honda WR-V,Honda,Wr-V,2.0,25000,Manual,17.5,1199.0,88.7,5,906000,1,0,1,0,0,0,1,Petrol,Owner,2024.0,68.51428571428572,0.07397831526271893,12500.0,5.0685714285714285
Ford Ecosport,Ford,Ecosport,4.0,35000,Manual,23.0,1498.0,98.96,5,785000,1,0,1,0,1,0,0,Diesel,Owner,2022.0,65.1304347826087,0.06606141522029373,8750.0,4.302608695652173
Maruti Alto,Maruti,Alto,10.0,11266,Manual,20.92,998.0,67.1,5,235000,1,1,0,0,0,0,1,Petrol,Dealer,2016.0,47.70554493307839,0.06723446893787574,1126.6,3.2074569789674947
Maruti XL6,Maruti,Xl6,2.0,12005,Automatic,17.99,1462.0,103.2,6,1200000,0,1,0,0,0,0,1,Petrol,Dealer,2024.0,81.2673707615342,0.07058823529411765,6002.5,5.736520289049473
Mahindra Bolero,Maruti,Bolero,8.0,80000,Manual,15.96,2159.5,62.1,7,470000,1,0,1,0,1,0,0,Diesel,Owner,2018.0,135.30701754385964,0.028756656633479972,10000.0,3.8909774436090223
Honda City,Honda,City,10.0,119000,Manual,17.0,1497.0,118.0,5,400000,1,0,1,0,0,0,1,Petrol,Owner,2016.0,88.05882352941177,0.0788243152972612,11900.0,6.9411764705882355
Kia Seltos,Kia,Seltos,1.0,3500,Automatic,16.8,1497.0,113.4,5,1490000,0,1,0,0,0,0,1,Petrol,Dealer,2025.0,89.10714285714285,0.07575150300601202,3500.0,6.75
Maruti Baleno,Maruti,Baleno,2.0,11000,Manual,21.4,1197.0,83.1,5,535000,1,1,0,1,0,0,0,Cng,Dealer,2024.0,55.93457943925234,0.06942355889724311,5500.0,3.883177570093458
Skoda Rapid,Skoda,Rapid,5.0,47612,Manual,21.13,1498.0,108.6,5,590000,1,1,0,0,1,0,0,Diesel,Dealer,2021.0,70.89446284902982,0.07249666221628838,9522.4,5.1396119261713205
Renault KWID,Renault,Kwid,5.0,41000,Manual,25.17,799.0,53.3,5,235000,1,0,1,0,0,0,1,Petrol,Owner,2021.0,31.744139849026617,0.06670838548185232,8200.0,2.1176003178386966
Hyundai Creta,Hyundai,Creta,2.0,21000,Manual,15.8,1591.0,121.3,5,1250000,1,1,0,0,0,0,1,Petrol,Dealer,2024.0,100.69620253164557,0.07624135763670647,10500.0,7.677215189873417
Maruti Wagon R,Maruti,Wagon R,4.0,120000,Manual,20.51,998.0,67.04,5,300000,1,0,1,0,0,0,1,Petrol,Owner,2022.0,48.65919063871282,0.06717434869739479,30000.0,3.2686494392979033
BMW X1,Bmw,X1,2.0,22450,Automatic,20.68,1995.0,174.52500000000003,5,3011000,0,1,0,0,1,0,0,Diesel,Dealer,2024.0,96.47001934235976,0.08748120300751881,11225.0,8.439313346228241
Maruti Swift,Maruti,Swif,1.0,10000,Manual,21.21,1197.0,81.8,5,615000,1,0,1,0,0,0,1,Petrol,Owner,2025.0,56.43564356435643,0.0683375104427736,10000.0,3.8566713814238565
Renault KWID,Renault,Kwid,5.0,50000,Manual,25.17,799.0,53.3,5,250000,1,0,1,0,0,0,1,Petrol,Owner,2021.0,31.744139849026617,0.06670838548185232,10000.0,2.1176003178386966
Mahindra XUV500,Mahindra,Xuv50,6.0,42000,Manual,16.0,2159.5,100.59431352459016,7,925000,1,1,0,0,1,0,0,Diesel,Dealer,2020.0,134.96875,0.04658222436887713,7000.0,6.287144595286885
Maruti Swift Dzire,Marut,Swift Dzire,2.0,14000,Manual,19.3,1248.0,73.9,5,725000,1,1,0,0,1,0,0,Diesel,Dealer,2024.0,64.66321243523316,0.059214743589743594,7000.0,3.829015544041451
Renault KWID,Renault,Kwid,3.0,10000,Manual,23.01,999.0,67.0,5,350000,1,0,1,0,0,0,1,Petrol,Owner,2023.0,43.41590612777053,0.06706706706706707,3333.3333333333335,2.911777488048674
Maruti Wagon R,Maruti,Wagon R,4.0,70000,Manual,20.51,998.0,67.04,5,360000,1,0,1,0,0,0,1,Petrol,Owner,2022.0,48.65919063871282,0.06717434869739479,17500.0,3.2686494392979033
Honda City,Hond,City,6.0,70000,Manual,25.1,1498.0,98.6,5,700000,1,0,1,0,1,0,0,Diesel,Owner,2020.0,59.6812749003984,0.06582109479305741,11666.666666666666,3.928286852589641
Mahindra XUV500,Mahindra,Xuv500,3.0,50000,Automatic,15.1,2159.5,152.87,7,1300000,0,1,0,0,1,0,0,Diesel,Dealer,2023.0,143.01324503311258,0.0707895346144941,16666.666666666668,10.123841059602649
Volkswagen Polo,Volkswag3N,Polo,10.0,64471,Manual,19.692493169398904,1598.0,103.5,5,285000,1,1,0,0,0,0,1,Petrol,Dealer,2016.0,81.1476731896603,0.06476846057571965,6447.1,5.255809871795895
Maruti Wagon R,Maruti,Wagon R,4.0,50000,Manual,18.9,998.0,67.1,5,62000,1,0,1,1,0,0,0,Cng,Owner,2022.0,52.80423280423281,0.06723446893787574,12500.0,3.5502645502645502
Maruti Ignis,Maruti,Ignis,3.0,20000,Automatic,20.89,1197.0,81.8,5,550000,0,0,1,0,0,0,1,Petrol,Owner,2023.0,57.30014360938248,0.0683375104427736,6666.666666666667,3.915749162278602
Honda Amaze,Honda,Amaze,4.0,33869,Manual,17.8,1198.0,86.7,5,527000,1,1,0,1,0,0,0,Cng,Dealer,2022.0,67.30337078651685,0.07237061769616027,8467.25,4.870786516853933
Mahindra Bolero,Mahindra,Bolero,9.0,63497,Manual,15.96,2159.5,62.1,7,396000,1,0,1,0,1,0,0,Diesel,Owner,2017.0,135.30701754385964,0.028756656633479972,7055.222222222223,3.8909774436090223
Maruti Swift Dzire,Maruti,Swift Dzire,7.0,70000,Manual,19.1,1197.0,85.8,5,384000,1,0,1,0,0,0,1,Petrol,Owner,2019.0,62.67015706806282,0.07167919799498747,10000.0,4.492146596858638
Hyundai i10,Hyundai,I10,12.0,67000,Manual,20.36,1197.0,78.9,5,210000,1,0,1,0,0,0,1,Petrol,Owner,2014.0,58.791748526522596,0.06591478696741855,5583.333333333333,3.8752455795677805
Maruti Swift,Maruti,Swift,6.0,50000,Manual,25.2,1248.0,74.0,5,500000,1,0,1,0,1,0,0,Diesel,Owner,2020.0,49.523809523809526,0.05929487179487179,8333.333333333334,2.9365079365079367
Datsun RediGO,Datsu,Redigo,3.0,20000,Manual,22.7,799.0,100.59431352459016,5,210000,1,0,1,0,0,0,1,Petrol,Owner,2023.0,35.198237885462554,0.12590026723978745,6666.666666666667,4.431467556149347
Hyundai Verna,Hyunda,Verna,9.0,57000,Manual,17.01,1197.0,100.59431352459016,5,425000,1,1,0,0,0,0,1,Petrol,Dealer,2017.0,70.37037037037037,0.08403869133215552,6333.333333333333,5.913833834485017
Mahindra Bolero,Mahindra,Bolero,10.0,30000,Manual,13.6,2159.5,63.0,7,425000,1,0,1,0,1,0,0,Diesel,Owner,2016.0,158.78676470588235,0.029173419773095625,3000.0,4.632352941176471
Maruti Swift Dzire,Maruti,Swift Dzire,3.0,80000,Automatic,28.4,1248.0,74.02,5,495000,0,0,1,0,1,0,0,Diesel,Owner,2023.0,43.94366197183099,0.05931089743589743,26666.666666666668,2.6063380281690143
Maruti Alto,Maruti,Alto,5.0,50000,Manual,24.7,796.0,47.3,5,220000,1,0,1,0,0,0,1,Petrol,Owner,2021.0,32.22672064777328,0.059422110552763814,10000.0,1.9149797570850202
Tata Safari,Tata,Safari,10.0,130000,Manual,11.57,2159.5,138.1,7,218000,1,0,1,0,1,0,0,Diesel,Owner,2016.0,186.64649956784788,0.06394998842324612,13000.0,11.936041486603283
Mahindra Bolero,Maruti,Bolero,3.0,60000,Manual,15.96,2159.5,62.1,7,750000,1,0,1,0,1,0,0,Diesel,Owner,2023.0,135.30701754385964,0.028756656633479972,20000.0,3.8909774436090223
Maruti Ciaz,Maruti,Ciaz,4.0,60000,Automatic,19.12,1373.0,91.1,5,715000,0,1,0,0,0,0,1,Petrol,Dealer,2022.0,71.80962343096233,0.0663510560815732,15000.0,4.764644351464435
Audi A6,Audi,A6,7.0,21000,Automatic,17.68,1968.0,174.33,5,1800000,0,1,0,0,1,0,0,Diesel,Dealer,2019.0,111.31221719457014,0.08858231707317074,3000.0,9.86029411764706
Maruti Alto,Maruti,Alto,1.0,5000,Manual,22.05,796.0,47.3,5,350000,1,0,1,0,0,0,1,Petrol,Owner,2025.0,36.099773242630384,0.059422110552763814,5000.0,2.145124716553288
Renault KWID,Renault,Kwid,2.0,25000,Manual,25.17,799.0,53.3,5,300000,1,0,1,0,0,0,1,Petrol,Owner,2024.0,31.744139849026617,0.06670838548185232,12500.0,2.1176003178386966
Maruti Alto,Maruti,Alto,11.0,100000,Manual,20.92,998.0,67.1,5,168000,1,0,1,1,0,0,0,Cng,Owner,2015.0,47.70554493307839,0.06723446893787574,9090.90909090909,3.2074569789674947
Land Rover Rover,Land Rover,Rover,9.0,130000,Automatic,19.692493169398904,2159.5,174.52500000000003,7,2500000,0,0,1,0,1,0,0,Diesel,Owner,2017.0,109.66107650379938,0.08081731882380182,14444.444444444445,8.862514182368878
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,9.0,86500,Automatic,14.21,1197.0,174.52500000000003,5,1400000,0,1,0,0,1,0,0,Diesel,Dealer,2017.0,84.23645320197043,0.14580200501253135,9611.111111111111,12.281843771991557
Maruti Swift Dzire,Maruti,Swift Dzire,9.0,120000,Manual,19.3,1248.0,73.9,5,350000,1,0,1,0,1,0,0,Diesel,Owner,2017.0,64.66321243523316,0.059214743589743594,13333.333333333334,3.829015544041451
Hyundai Verna,Hyundai,Verna,8.0,76300,Manual,19.692493169398904,1582.0,126.32,5,480000,1,1,0,0,1,0,0,Diesel,Dealer,2018.0,80.33518084232954,0.07984829329962073,9537.5,6.4146270821764
Renault KWID,R3Nault,Kwid,2.0,10000,Automatic,24.04,999.0,67.0,5,400000,0,0,1,0,0,0,1,Petrol,Owner,2024.0,41.55574043261232,0.06706706706706707,5000.0,2.787021630615641
Hyundai Grand,Hyundai,Grand,2.0,36000,Manual,18.9,1197.0,81.86,5,495000,1,1,0,0,0,0,1,Petrol,Dealer,2024.0,63.333333333333336,0.0683876357560568,18000.0,4.3312169312169315
Mahindra KUV,Mahindra,Kuv,5.0,26000,Manual,19.692493169398904,1198.0,82.0,6,420000,1,0,1,1,0,0,0,Cng,Owner,2021.0,60.83536450639114,0.06844741235392321,5200.0,4.164023280070178
Maruti Swift Dzire,Maruti,Swift Dzire,3.0,100000,Manual,23.4,1248.0,74.0,5,531000,1,0,1,0,1,0,0,Diesel,Owner,2023.0,53.333333333333336,0.05929487179487179,33333.333333333336,3.1623931623931627
Ford Ecosport,Ford,Ecosport,2.0,4000,Manual,17.0,1497.0,121.36,5,800000,1,0,1,0,0,0,1,Petrol,Owner,2024.0,88.05882352941177,0.08106880427521711,2000.0,7.138823529411765
Maruti Swift Dzire,Maruti,Swift Dzire,6.0,86000,Manual,26.59,1248.0,74.0,5,550000,1,0,1,0,1,0,0,Diesel,Owner,2020.0,46.93493794659646,0.05929487179487179,14333.333333333334,2.7830011282437006
Volkswagen Vento,Volkswagen,V3Nto,9.0,81000,Manual,20.54,1598.0,103.6,5,465000,1,1,0,0,1,0,0,Diesel,Dealer,2017.0,77.79941577409932,0.06483103879849812,9000.0,5.0438169425511195
Maruti Alto,Maruti,Alto,9.0,41321,Manual,19.7,796.0,46.3,5,185000,1,1,0,0,0,0,1,Petrol,Dealer,2017.0,40.40609137055838,0.05816582914572864,4591.222222222223,2.350253807106599
Mahindra Bolero,Mahindra,Bolero,10.0,46000,Manual,13.6,2159.5,63.0,7,340000,1,0,1,0,1,0,0,Diesel,Owner,2016.0,158.78676470588235,0.029173419773095625,4600.0,4.632352941176471
Honda City,Honda,City,12.0,75000,Manual,16.9,1497.0,100.0,5,340000,1,1,0,0,0,0,1,Petrol,Dealer,2014.0,88.57988165680474,0.06680026720106881,6250.0,5.91715976331361
Maruti Wagon R,Maruti,Wagon R,12.0,113000,Manual,21.79,998.0,67.05,5,135000,1,1,0,1,0,0,0,Cng,Dealer,2014.0,45.800826067003214,0.06718436873747495,9416.666666666666,3.0770995869664985
Hyundai Verna,Hyundai,V3Rna,3.0,15000,Automatic,19.08,1582.0,126.2,5,1225000,0,1,0,0,1,0,0,Diesel,Dealer,2023.0,82.9140461215933,0.0797724399494311,5000.0,6.614255765199162
Honda Amaze,Honda,Amaze,4.0,16942,Manual,18.0,1198.0,86.7,5,439000,1,1,0,0,0,0,1,Petrol,Dealer,2022.0,66.55555555555556,0.07237061769616027,4235.5,4.816666666666666
Honda Jazz,Honda,Jazz,5.0,29484,Manual,18.7,1199.0,88.7,5,465000,1,1,0,0,0,0,1,Petrol,Dealer,2021.0,64.11764705882354,0.07397831526271893,5896.8,4.743315508021391
Maruti Swift Dzire,Maruti,Swift Dzire,6.0,84405,Manual,26.59,1248.0,74.0,5,530000,1,0,1,0,1,0,0,Diesel,Owner,2020.0,46.93493794659646,0.05929487179487179,14067.5,2.7830011282437006
Maruti Swift Dzire,Marut,Swift Dzire,4.0,30000,Manual,21.21,1197.0,81.8,5,650000,1,0,1,0,0,0,1,Petrol,Owner,2022.0,56.43564356435643,0.0683375104427736,7500.0,3.8566713814238565
Maruti Swift,Maruti,Swif,4.0,14838,Manual,22.0,1197.0,81.8,5,525000,1,0,1,0,0,0,1,Petrol,Owner,2022.0,54.40909090909091,0.0683375104427736,3709.5,3.7181818181818183
Honda City,Honda,City,4.0,31318,Manual,17.8,1497.0,117.3,5,885000,1,0,0,0,0,0,1,Petrol,Certified Dealer,2022.0,84.10112359550561,0.0783567134268537,7829.5,6.5898876404494375
Maruti Wagon R,Maruti,Wagon R,14.0,63000,Manual,21.79,998.0,67.05,5,120000,1,1,0,1,0,0,0,Cng,Dealer,2012.0,45.800826067003214,0.06718436873747495,4500.0,3.0770995869664985
Toyota Innova,Toyot,Innova,9.0,120000,Manual,12.99,2159.5,100.0,7,860000,1,0,1,0,1,0,0,Diesel,Owner,2017.0,166.24326404926867,0.0463070155128502,13333.333333333334,7.698229407236336
Maruti Vitara,Maruti,Vitara,5.0,50000,Manual,24.3,1248.0,88.5,5,810000,1,0,1,0,1,0,0,Diesel,Owner,2021.0,51.358024691358025,0.07091346153846154,10000.0,3.641975308641975
Maruti Swift Dzire,Marut,Swift Dzire,9.0,74600,Manual,19.3,1248.0,73.9,5,410000,1,1,0,0,1,0,0,Diesel,Dealer,2017.0,64.66321243523316,0.059214743589743594,8288.888888888889,3.829015544041451
Tata Safari,Tata,Safari,12.0,80000,Manual,13.93,2159.5,138.1,7,175000,1,0,1,0,1,0,0,Diesel,Owner,2014.0,155.0251256281407,0.06394998842324612,6666.666666666667,9.913854989231874
Maruti Swift Dzire,Maruti,Swift Dzire,6.0,66000,Manual,20.85,1197.0,83.14,5,400000,1,1,0,0,0,0,1,Petrol,Dealer,2020.0,57.41007194244604,0.06945697577276524,11000.0,3.9875299760191845
Honda City,Hond,City,3.0,31543,Manual,16.8,1497.0,116.3,5,875000,1,1,0,0,0,0,1,Petrol,Dealer,2023.0,89.10714285714285,0.07768871075484302,10514.333333333334,6.9226190476190474
Toyota Innova,Toyota,Innova,3.0,80000,Manual,13.68,1197.0,147.8,8,1350000,1,0,1,0,1,0,0,Diesel,Owner,2023.0,87.5,0.12347535505430243,26666.666666666668,10.804093567251464
Maruti Swift,Maruti,Swift,7.0,60000,Manual,25.2,1248.0,74.0,5,450000,1,0,1,0,1,0,0,Diesel,Owner,2019.0,49.523809523809526,0.05929487179487179,8571.42857142857,2.9365079365079367
Honda City,Honda,City,6.0,50000,Manual,25.1,1498.0,98.6,5,700000,1,0,1,0,1,0,0,Diesel,Owner,2020.0,59.6812749003984,0.06582109479305741,8333.333333333334,3.928286852589641
Audi Q7,Audi,Q7,8.0,28000,Automatic,12.07,2159.5,174.52500000000003,7,2650000,0,1,0,0,1,0,0,Diesel,Dealer,2018.0,178.91466445733224,0.08081731882380182,3500.0,14.459403479701743
Maruti Swift Dzire,Maruti,Swift Dzire,9.0,60000,Manual,17.5,1197.0,100.59431352459016,5,350000,1,0,1,0,0,0,1,Petrol,Owner,2017.0,68.4,0.08403869133215552,6666.666666666667,5.748246487119438
Maruti Celerio,Maruti,Celerio,3.0,18000,Manual,21.63,998.0,67.0,5,460000,1,0,1,0,0,0,1,Petrol,Owner,2023.0,46.13962089690245,0.06713426853707415,6000.0,3.0975496994914473
Maruti Alto,Maruti,Alto,10.0,35000,Manual,20.92,998.0,67.1,5,220000,1,0,1,0,0,0,1,Petrol,Owner,2016.0,47.70554493307839,0.06723446893787574,3500.0,3.2074569789674947
Hyundai Creta,Hyundai,Cr3Ta,4.0,48000,Manual,19.67,1582.0,126.2,5,990000,1,1,0,0,1,0,0,Diesel,Dealer,2022.0,80.42704626334519,0.0797724399494311,12000.0,6.415861718352821
Mahindra Scorpio,Mahindra,Scorpio,5.0,50000,Manual,15.4,1997.0,120.0,7,950000,1,0,1,0,1,0,0,Diesel,Owner,2021.0,129.67532467532467,0.06009013520280421,10000.0,7.792207792207792
Mahindra Bolero,Mahindra,Bolero,9.0,120000,Manual,15.96,2159.5,62.1,7,460000,1,0,1,0,1,0,0,Diesel,Owner,2017.0,135.30701754385964,0.028756656633479972,13333.333333333334,3.8909774436090223
Maruti Eeco,Maruti,Eeco,9.0,20000,Manual,15.1,1196.0,73.0,5,220000,1,0,1,1,0,0,0,Cng,Owner,2017.0,79.20529801324504,0.061036789297658864,2222.222222222222,4.8344370860927155
Mahindra Thar,Mahindra,Thar,3.0,50000,Manual,16.55,2159.5,105.0,6,900000,1,0,1,0,1,0,0,Diesel,Owner,2023.0,130.4833836858006,0.04862236628849271,16666.666666666668,6.3444108761329305
Volkswagen Vento,Volkswag3N,V3Nto,6.0,53837,Automatic,16.93,1197.0,103.2,5,575000,0,1,0,0,0,0,1,Petrol,Dealer,2020.0,70.70289427052569,0.0862155388471178,8972.833333333334,6.095688127584171
Toyota Fortuner,Toyota,Fortuner,6.0,48000,Automatic,12.55,2159.5,168.5,7,1930000,0,1,0,0,1,0,0,Diesel,Dealer,2020.0,172.07171314741035,0.07802732113915258,8000.0,13.42629482071713
Maruti Swift,Maruti,Swift,8.0,32000,Manual,18.6,1197.0,85.8,5,475000,1,0,1,0,0,0,1,Petrol,Owner,2018.0,64.35483870967741,0.07167919799498747,4000.0,4.612903225806451
Renault Triber,Renault,Triber,1.0,1784,Manual,20.0,999.0,71.0,7,660000,1,1,0,0,0,0,1,Petrol,Dealer,2025.0,49.95,0.07107107107107107,1784.0,3.55
BMW 3,Bmw,3,10.0,98955,Automatic,13.2,1995.0,170.0,5,575000,0,1,0,0,1,0,0,Diesel,Dealer,2016.0,151.13636363636365,0.08521303258145363,9895.5,12.878787878787879
Toyota Innova,Toyota,Innova,8.0,52000,Manual,12.99,2159.5,100.0,7,625000,1,1,0,0,1,0,0,Diesel,Dealer,2018.0,166.24326404926867,0.0463070155128502,6500.0,7.698229407236336
Hyundai Creta,Hyundai,Creta,3.0,39000,Automatic,13.0,1591.0,121.3,5,1250000,0,1,0,0,0,0,1,Petrol,Dealer,2023.0,122.38461538461539,0.07624135763670647,13000.0,9.330769230769231
Mahindra KUV,Mahindra,Kuv,5.0,78000,Manual,25.32,1198.0,77.0,6,425000,1,1,0,0,1,0,0,Diesel,Dealer,2021.0,47.31437598736177,0.0642737896494157,15600.0,3.0410742496050553
Datsun GO,Datsun,Go,5.0,58000,Manual,19.44,1198.0,67.0,7,460000,1,0,1,0,0,0,1,Petrol,Owner,2021.0,61.62551440329218,0.055926544240400666,11600.0,3.4465020576131686
Audi A4,Audi,A4,3.0,34500,Automatic,18.25,1968.0,174.52500000000003,5,3000000,0,0,1,0,1,0,0,Diesel,Owner,2023.0,107.83561643835617,0.0886814024390244,11500.0,9.563013698630138
Volkswagen Polo,Volkswagen,Polo,11.0,60000,Manual,16.47,1198.0,73.9,5,200000,1,0,1,1,0,0,0,Cng,Owner,2015.0,72.73831208257438,0.06168614357262104,5454.545454545455,4.486945962355799
Maruti Alto,Maruti,Alto,8.0,76000,Manual,20.92,1197.0,67.1,5,211000,1,1,0,0,0,0,1,Petrol,Dealer,2018.0,57.21797323135755,0.05605680868838763,9500.0,3.2074569789674947
Maruti Ertiga,Maruti,Ertiga,6.0,51000,Manual,20.77,1248.0,100.59431352459016,7,600000,1,0,1,0,1,0,0,Diesel,Owner,2020.0,60.08666345690901,0.0806044178882934,8500.0,4.8432505307939415
BMW 3,Bmw,3,7.0,23746,Automatic,22.69,1995.0,174.52500000000003,5,1600000,0,1,0,0,1,0,0,Diesel,Dealer,2019.0,87.9241956809167,0.08748120300751881,3392.285714285714,7.691714411635083
Maruti Alto,Maruti,Alto,10.0,55780,Manual,20.92,998.0,100.59431352459016,5,220000,1,1,0,0,0,0,1,Petrol,Dealer,2016.0,47.70554493307839,0.10079590533526069,5578.0,4.808523591041594
Mahindra Scorpio,Mahindr,Scorpio,4.0,100000,Manual,15.4,1997.0,100.59431352459016,7,880000,1,0,1,0,1,0,0,Diesel,Owner,2022.0,129.67532467532467,0.05037271583604915,25000.0,6.532098280817543
Hyundai i10,Hyundai,I10,9.0,73000,Manual,19.692493169398904,1086.0,68.05,5,240000,1,1,0,0,0,0,1,Petrol,Dealer,2017.0,55.14791807507577,0.06266114180478821,8111.111111111111,3.4556315147411656
Mahindra Scorpio,Mahindra,Scorpio,4.0,20000,Manual,15.4,2159.5,75.0,7,800000,1,0,1,0,1,0,0,Diesel,Owner,2022.0,140.22727272727272,0.034730261634637646,5000.0,4.87012987012987
Tata Tiago,Tata,Tiag,4.0,42000,Manual,27.28,1047.0,69.0,5,435000,1,1,0,0,1,0,0,Diesel,Dealer,2022.0,38.379765395894424,0.0659025787965616,10500.0,2.529325513196481
Maruti Alto,Maruti,Alto,14.0,52235,Manual,19.7,796.0,46.3,5,110000,1,1,0,1,0,0,0,Cng,Dealer,2012.0,40.40609137055838,0.05816582914572864,3731.0714285714284,2.350253807106599
Renault Duster,Renault,Duster,7.0,56000,Manual,20.45,1461.0,83.8,5,450000,1,1,0,0,1,0,0,Diesel,Dealer,2019.0,71.44254278728607,0.05735797399041752,8000.0,4.097799511002445
Maruti Alto,Maruti,Alto,9.0,37000,Manual,20.92,998.0,67.1,5,250000,1,1,0,0,0,0,1,Petrol,Dealer,2017.0,47.70554493307839,0.06723446893787574,4111.111111111111,3.2074569789674947
Maruti Swift Dzire,Maruti,Swift Dzire,8.0,70000,Manual,19.692493169398904,1248.0,74.0,5,385000,1,0,1,0,1,0,0,Diesel,Owner,2018.0,63.37440309179978,0.05929487179487179,8750.0,3.7577771064047947
Maruti Swift Dzire,Maruti,Swift Dzire,8.0,130000,Manual,23.4,1248.0,74.0,5,400000,1,0,1,0,1,0,0,Diesel,Owner,2018.0,53.333333333333336,0.05929487179487179,16250.0,3.1623931623931627
Maruti Eeco,Maruti,Eeco,3.0,22000,Manual,21.94,1196.0,61.7,5,480000,1,0,1,1,0,0,0,Cng,Owner,2023.0,54.512306289881494,0.051588628762541805,7333.333333333333,2.812215132178669
Honda Amaze,Honda,Amaze,6.0,41604,Manual,19.692493169398904,1198.0,86.7,5,400000,1,0,0,0,0,0,1,Petrol,Certified Dealer,2020.0,60.83536450639114,0.07237061769616027,6934.0,4.402692907098591
Maruti Ciaz,Maruti,Ciaz,4.0,70000,Manual,26.32,1498.0,93.87,5,650000,1,1,0,0,1,0,0,Diesel,Dealer,2022.0,56.91489361702128,0.06266355140186916,17500.0,3.5664893617021276
Jaguar XF,Jaguar,Xf,8.0,30150,Automatic,16.36,2159.5,174.52500000000003,5,2011000,0,1,0,0,1,0,0,Diesel,Dealer,2018.0,131.99877750611248,0.08081731882380182,3768.75,10.667787286063572
Ford Ecosport,Ford,Ecosport,4.0,39884,Manual,23.0,1498.0,98.96,5,880000,1,1,0,0,1,0,0,Diesel,Dealer,2022.0,65.1304347826087,0.06606141522029373,9971.0,4.302608695652173
Datsun RediGO,Datsun,Redigo,4.0,40000,Manual,22.5,999.0,67.0,5,295000,1,1,0,0,0,0,1,Petrol,Dealer,2022.0,44.4,0.06706706706706707,10000.0,2.977777777777778
Mahindra Thar,Mahindra,Thar,6.0,27000,Manual,16.55,2159.5,105.0,6,800000,1,0,1,0,1,0,0,Diesel,Owner,2020.0,130.4833836858006,0.04862236628849271,4500.0,6.3444108761329305
Hyundai i10,Hyundai,I10,12.0,67000,Manual,19.81,1086.0,68.05,5,150000,1,1,0,0,0,0,1,Petrol,Dealer,2014.0,54.82079757698133,0.06266114180478821,5583.333333333333,3.4351337708228167
Honda Amaze,Honda,Amaze,3.0,25000,Automatic,19.692493169398904,1199.0,88.7,5,550000,0,0,1,0,0,0,1,Petrol,Owner,2023.0,60.886145278099306,0.07397831526271893,8333.333333333334,4.504254450514937
Toyota Fortuner,Toyot,Fortuner,7.0,50000,Manual,13.0,2159.5,168.5,7,2000000,1,0,1,0,1,0,0,Diesel,Owner,2019.0,166.1153846153846,0.07802732113915258,7142.857142857143,12.961538461538462
Honda Amaze,Honda,Amaze,8.0,75000,Manual,25.8,1498.0,98.6,5,325000,1,1,0,0,1,0,0,Diesel,Dealer,2018.0,58.06201550387597,0.06582109479305741,9375.0,3.821705426356589
Mahindra Scorpio,Mahindra,Scorpio,7.0,80000,Manual,12.05,2159.5,120.0,8,555000,1,0,1,0,1,0,0,Diesel,Owner,2019.0,179.2116182572614,0.05556841861542024,11428.57142857143,9.95850622406639
Ford Ecosport,Ford,Ecosport,6.0,58000,Manual,23.0,1498.0,98.96,5,570000,1,1,0,0,1,0,0,Diesel,Dealer,2020.0,65.1304347826087,0.06606141522029373,9666.666666666666,4.302608695652173
Renault KWID,Renault,Kwid,3.0,22000,Manual,23.01,999.0,67.0,5,306000,1,0,1,0,0,0,1,Petrol,Owner,2023.0,43.41590612777053,0.06706706706706707,7333.333333333333,2.911777488048674
Maruti Celerio,Maruti,Celerio,5.0,62000,Automatic,23.1,998.0,67.04,5,415000,0,1,0,0,0,0,1,Petrol,Dealer,2021.0,43.2034632034632,0.06717434869739479,12400.0,2.9021645021645024
Toyota Fortuner,Toyota,Fortun3R,3.0,28000,Automatic,12.9,2159.5,174.5,7,3200000,0,1,0,0,1,0,0,Diesel,Dealer,2023.0,167.4031007751938,0.0808057420699236,9333.333333333334,13.527131782945736
Maruti Swift,Maruti,Swift,9.0,41000,Manual,18.6,1197.0,85.8,5,300000,1,1,0,0,0,0,1,Petrol,Dealer,2017.0,64.35483870967741,0.07167919799498747,4555.555555555556,4.612903225806451
Maruti Ertiga,Marut,Ertiga,4.0,65000,Manual,20.77,1248.0,88.76,7,430000,1,1,0,0,1,0,0,Diesel,Dealer,2022.0,60.08666345690901,0.07112179487179487,16250.0,4.273471352912855
